hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,29,Jul-15,2015,July,30,19,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Contract,135.2,0,0,Check-Out,29-07-2015
Resort Hotel,0,30,Jul-15,2015,July,30,19,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Transient,123,0,2,Check-Out,2/8/2015
Resort Hotel,0,123,Jul-15,2015,July,30,19,2,4,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,130.5,0,1,Check-Out,25-07-2015
Resort Hotel,0,14,Jul-15,2015,July,30,20,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,104,NULL,0,Transient,123,0,0,Check-Out,21-07-2015
Resort Hotel,1,118,Jul-15,2015,July,30,20,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,179.1,0,2,Canceled,13-05-2015
Resort Hotel,0,0,Jul-15,2015,July,30,20,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,5,NULL,0,Transient,0,0,0,Check-Out,20-07-2015
Resort Hotel,0,0,Jul-15,2015,July,30,20,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,241,NULL,0,Transient,0,0,1,Check-Out,20-07-2015
Resort Hotel,0,79,Jul-15,2015,July,30,20,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,115,0,3,Check-Out,24-07-2015
Resort Hotel,0,63,Jul-15,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,115,0,0,Check-Out,24-07-2015
Resort Hotel,0,68,Jul-15,2015,July,30,20,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,C,3,No Deposit,240,NULL,0,Transient,103.5,1,2,Check-Out,24-07-2015
Resort Hotel,0,96,Jul-15,2015,July,30,20,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,157,1,0,Check-Out,24-07-2015
Resort Hotel,1,41,Jul-15,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,1,Canceled,15-06-2015
Resort Hotel,0,46,Jul-15,2015,July,30,20,1,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,111.65,0,0,Check-Out,24-07-2015
Resort Hotel,1,41,Jul-15,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,1,Canceled,15-06-2015
Resort Hotel,1,60,Jul-15,2015,July,30,20,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195,0,0,Canceled,17-06-2015
Resort Hotel,0,41,Jul-15,2015,July,30,20,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient,104,0,0,Check-Out,25-07-2015
Resort Hotel,1,69,Jul-15,2015,July,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,0,Canceled,8/6/2015
Resort Hotel,1,41,Jul-15,2015,July,30,20,1,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,214,0,1,Canceled,22-06-2015
Resort Hotel,0,52,Jul-15,2015,July,30,20,1,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,133.17,0,0,Check-Out,26-07-2015
Resort Hotel,1,41,Jul-15,2015,July,30,20,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,141.33,0,1,Canceled,22-06-2015
Resort Hotel,0,89,Jul-15,2015,July,30,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,121.01,0,1,Check-Out,27-07-2015
Resort Hotel,1,28,Jul-15,2015,July,30,20,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,240.64,0,0,Canceled,20-07-2015
Resort Hotel,0,65,Jul-15,2015,July,30,20,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105,NULL,0,Transient,167.5,0,0,Check-Out,27-07-2015
Resort Hotel,0,82,Jul-15,2015,July,30,20,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,152.43,0,3,Check-Out,27-07-2015
Resort Hotel,0,42,Jul-15,2015,July,30,20,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient,148.34,0,0,Check-Out,27-07-2015
Resort Hotel,0,62,Jul-15,2015,July,30,20,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,167,0,1,Check-Out,27-07-2015
Resort Hotel,1,86,Jul-15,2015,July,30,20,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,172.93,0,1,Canceled,11/5/2015
Resort Hotel,1,118,Jul-15,2015,July,30,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,179.1,0,1,Canceled,23-04-2015
Resort Hotel,0,28,Jul-15,2015,July,30,20,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,15,NULL,0,Transient,192.5,0,1,Check-Out,27-07-2015
Resort Hotel,1,52,Jul-15,2015,July,30,20,3,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Transient,92,0,0,Canceled,2/6/2015
Resort Hotel,1,49,Jul-15,2015,July,30,20,3,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,NULL,0,Transient,111.2,0,0,Canceled,1/6/2015
Resort Hotel,0,39,Jul-15,2015,July,30,20,3,7,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,142,NULL,0,Transient,141.6,0,1,Check-Out,30-07-2015
Resort Hotel,0,39,Jul-15,2015,July,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Transient,141.6,0,1,Check-Out,30-07-2015
Resort Hotel,0,39,Jul-15,2015,July,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Transient,141.6,0,1,Check-Out,30-07-2015
Resort Hotel,1,7,Jul-15,2015,July,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,200,0,0,Canceled,14-07-2015
Resort Hotel,1,7,Jul-15,2015,July,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,200,0,0,Canceled,14-07-2015
Resort Hotel,1,42,Jul-15,2015,July,30,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,157,0,0,Canceled,8/7/2015
Resort Hotel,0,5,Jul-15,2015,July,30,21,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,NULL,154,0,Transient,99.5,0,0,Check-Out,23-07-2015
Resort Hotel,1,81,Jul-15,2015,July,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115,0,2,Canceled,1/6/2015
Resort Hotel,1,63,Jul-15,2015,July,30,21,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195,0,0,Canceled,19-06-2015
Resort Hotel,0,61,Jul-15,2015,July,30,21,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,103.5,0,0,Check-Out,25-07-2015
Resort Hotel,0,8,Jul-15,2015,July,30,21,0,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,NULL,0,Transient,207,1,0,Check-Out,26-07-2015
Resort Hotel,0,89,Jul-15,2015,July,30,21,1,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,163.33,1,1,Check-Out,27-07-2015
Resort Hotel,0,57,Jul-15,2015,July,30,21,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,151.86,0,0,Check-Out,28-07-2015
Resort Hotel,0,102,Jul-15,2015,July,30,21,2,5,3,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,95.57,0,1,Check-Out,28-07-2015
Resort Hotel,0,108,Jul-15,2015,July,30,21,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,112.05,0,1,Check-Out,29-07-2015
Resort Hotel,0,28,Jul-15,2015,July,30,21,2,7,2,1,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,160,0,1,Check-Out,30-07-2015
Resort Hotel,0,29,Jul-15,2015,July,30,21,2,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,103.18,0,1,Check-Out,31-07-2015
Resort Hotel,0,0,Jul-15,2015,July,30,22,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,153,1,0,Check-Out,23-07-2015
Resort Hotel,1,96,Jul-15,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,119.75,0,1,Canceled,22-04-2015
Resort Hotel,1,44,Jul-15,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,1,Canceled,9/6/2015
Resort Hotel,0,44,Jul-15,2015,July,30,22,0,4,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,NULL,0,Transient,167.69,0,1,Check-Out,26-07-2015
Resort Hotel,1,44,Jul-15,2015,July,30,22,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195,0,1,Canceled,9/6/2015
Resort Hotel,1,44,Jul-15,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,1,Canceled,9/6/2015
Resort Hotel,1,41,Jul-15,2015,July,30,22,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,178.4,0,0,Canceled,29-06-2015
Resort Hotel,0,16,Jul-15,2015,July,30,23,0,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,I,0,No Deposit,242,NULL,0,Transient,0,0,0,Check-Out,23-07-2015
Resort Hotel,0,73,Jul-15,2015,July,30,23,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,1,No Deposit,240,NULL,0,Transient,0,0,1,Check-Out,23-07-2015
Resort Hotel,0,3,Jul-15,2015,July,30,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,154,1,1,Check-Out,24-07-2015
Resort Hotel,0,0,Jul-15,2015,July,30,23,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,134,0,0,Check-Out,24-07-2015
Resort Hotel,1,55,Jul-15,2015,July,30,23,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,146,NULL,0,Transient,112,0,0,Canceled,5/6/2015
Resort Hotel,0,33,Jul-15,2015,July,30,23,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient-Party,194,1,1,Check-Out,26-07-2015
Resort Hotel,1,19,Jul-15,2015,July,30,23,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153,0,0,Canceled,7/7/2015
Resort Hotel,1,55,Jul-15,2015,July,30,23,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,0,Canceled,19-06-2015
Resort Hotel,0,33,Jul-15,2015,July,30,23,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,184,0,1,Check-Out,26-07-2015
Resort Hotel,1,19,Jul-15,2015,July,30,23,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,210,0,0,Canceled,6/7/2015
Resort Hotel,1,19,Jul-15,2015,July,30,23,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,178,0,Transient,139,0,0,Canceled,7/7/2015
Resort Hotel,0,117,Jul-15,2015,July,30,23,2,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,241,NULL,0,Transient,101.46,1,0,Check-Out,28-07-2015
Resort Hotel,1,72,Jul-15,2015,July,30,23,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,145,0,0,Canceled,4/7/2015
Resort Hotel,1,19,Jul-15,2015,July,30,23,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,173,0,0,Canceled,6/7/2015
Resort Hotel,0,34,Jul-15,2015,July,30,23,2,6,3,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171,NULL,0,Transient,217.05,1,1,Check-Out,31-07-2015
Resort Hotel,0,9,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,164,0,2,Check-Out,26-07-2015
Resort Hotel,0,8,Jul-15,2015,July,30,24,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient-Party,173,0,2,Check-Out,26-07-2015
Resort Hotel,1,36,Jul-15,2015,July,30,24,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,112.5,0,0,Canceled,22-07-2015
Resort Hotel,0,22,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,153,0,2,Check-Out,26-07-2015
Resort Hotel,0,22,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,173,0,2,Check-Out,26-07-2015
Resort Hotel,0,22,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,153,0,2,Check-Out,26-07-2015
Resort Hotel,0,36,Jul-15,2015,July,30,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,134,0,0,Check-Out,26-07-2015
Resort Hotel,0,22,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,153,0,2,Check-Out,26-07-2015
Resort Hotel,1,22,Jul-15,2015,July,30,24,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,233,0,2,Canceled,14-07-2015
Resort Hotel,0,18,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,G,0,No Deposit,250,NULL,0,Transient,154,0,0,Check-Out,26-07-2015
Resort Hotel,0,8,Jul-15,2015,July,30,24,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient-Party,173,0,2,Check-Out,26-07-2015
Resort Hotel,1,67,Jul-15,2015,July,30,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,1,Canceled,6/7/2015
Resort Hotel,1,105,Jul-15,2015,July,30,24,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,NULL,0,Transient,132.5,0,0,Canceled,1/7/2015
Resort Hotel,0,1,Jul-15,2015,July,30,24,1,2,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,NULL,0,Transient,222.67,0,0,Check-Out,27-07-2015
Resort Hotel,1,67,Jul-15,2015,July,30,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,1,Canceled,6/7/2015
Resort Hotel,0,39,Jul-15,2015,July,30,24,0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient,107,0,0,Check-Out,26-07-2015
Resort Hotel,1,45,Jul-15,2015,July,30,24,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,127,0,0,Canceled,17-06-2015
Resort Hotel,1,45,Jul-15,2015,July,30,24,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,135,0,0,Canceled,18-06-2015
Resort Hotel,0,14,Jul-15,2015,July,30,24,2,2,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,149.7,1,1,Check-Out,28-07-2015
Resort Hotel,1,53,Jul-15,2015,July,30,24,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,161.25,0,0,Canceled,8/6/2015
Resort Hotel,0,28,Jul-15,2015,July,30,24,2,2,2,0,0,BB,ALB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,107,0,0,Check-Out,28-07-2015
Resort Hotel,0,55,Jul-15,2015,July,30,24,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,75.44,0,1,Check-Out,29-07-2015
Resort Hotel,0,55,Jul-15,2015,July,30,24,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,75.44,0,1,Check-Out,29-07-2015
Resort Hotel,0,25,Jul-15,2015,July,30,24,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,115,0,0,Check-Out,31-07-2015
Resort Hotel,1,43,Jul-15,2015,July,30,24,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient,159.2,0,1,Canceled,14-07-2015
Resort Hotel,1,109,Jul-15,2015,July,30,24,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,163.29,0,2,Canceled,22-04-2015
Resort Hotel,1,62,Jul-15,2015,July,30,24,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,210,0,0,Canceled,25-05-2015
Resort Hotel,0,25,Jul-15,2015,July,30,24,2,6,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,154,0,2,Check-Out,1/8/2015
Resort Hotel,0,43,Jul-15,2015,July,30,24,2,7,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,166,0,0,Check-Out,2/8/2015
Resort Hotel,0,35,Jul-15,2015,July,30,24,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95,NULL,0,Transient,132.5,0,0,Check-Out,3/8/2015
Resort Hotel,1,42,Jul-15,2015,July,30,24,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95,NULL,0,Transient,107,0,0,Canceled,26-06-2015
Resort Hotel,1,312,Jul-15,2015,July,30,24,4,10,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,121.98,0,1,Canceled,21-07-2015
Resort Hotel,0,30,Jul-15,2015,July,30,25,0,0,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,0,0,0,Check-Out,25-07-2015
Resort Hotel,0,47,Jul-15,2015,July,30,25,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,261,NULL,0,Transient,133,0,0,Check-Out,28-07-2015
Resort Hotel,0,40,Jul-15,2015,July,30,25,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,134,NULL,0,Transient,107,0,0,Check-Out,26-07-2015
Resort Hotel,0,11,Jul-15,2015,July,30,25,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,241,NULL,0,Transient,117.81,0,0,Check-Out,26-07-2015
Resort Hotel,0,39,Jul-15,2015,July,30,25,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,134,NULL,0,Transient,107,0,0,Check-Out,26-07-2015
Resort Hotel,1,39,Jul-15,2015,July,30,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Canceled,11/7/2015
Resort Hotel,0,1,Jul-15,2015,July,30,25,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,NULL,NULL,0,Transient,147,0,0,Check-Out,27-07-2015
Resort Hotel,1,12,Jul-15,2015,July,30,25,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153,0,2,Canceled,14-07-2015
Resort Hotel,1,16,Jul-15,2015,July,30,25,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,153,0,1,Canceled,10/7/2015
Resort Hotel,1,16,Jul-15,2015,July,30,25,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,134,0,0,Canceled,23-07-2015
Resort Hotel,0,12,Jul-15,2015,July,30,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,153,0,1,Check-Out,27-07-2015
Resort Hotel,0,51,Jul-15,2015,July,30,25,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Transient,118,0,0,Check-Out,28-07-2015
Resort Hotel,0,67,Jul-15,2015,July,30,25,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,134,0,1,Check-Out,29-07-2015
Resort Hotel,0,52,Jul-15,2015,July,30,25,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,135,0,2,Check-Out,30-07-2015
Resort Hotel,0,25,Jul-15,2015,July,30,25,2,3,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,158.77,0,2,Check-Out,30-07-2015
Resort Hotel,0,94,Jul-15,2015,July,30,25,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,1,1,Check-Out,30-07-2015
Resort Hotel,1,54,Jul-15,2015,July,30,25,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,0,Canceled,26-06-2015
Resort Hotel,0,33,Jul-15,2015,July,30,25,2,3,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,142.03,0,1,Check-Out,30-07-2015
Resort Hotel,0,47,Jul-15,2015,July,30,25,2,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,NULL,NULL,0,Transient,240,0,0,Check-Out,30-07-2015
Resort Hotel,0,43,Jul-15,2015,July,30,25,2,4,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,134,0,0,Check-Out,31-07-2015
Resort Hotel,1,87,Jul-15,2015,July,30,25,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,3,Canceled,2/6/2015
Resort Hotel,0,54,Jul-15,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,147,0,0,Check-Out,1/8/2015
Resort Hotel,0,32,Jul-15,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,176,1,0,Check-Out,1/8/2015
Resort Hotel,1,29,Jul-15,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,120.6,0,1,Canceled,27-06-2015
Resort Hotel,1,96,Jul-15,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,166,0,1,Canceled,12/5/2015
Resort Hotel,1,100,Jul-15,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,0,Canceled,17-04-2015
Resort Hotel,0,54,Jul-15,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,147,0,0,Check-Out,1/8/2015
Resort Hotel,0,75,Jul-15,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,167,0,1,Check-Out,1/8/2015
Resort Hotel,0,31,Jul-15,2015,July,30,25,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,NULL,0,Transient,107.2,1,0,Check-Out,1/8/2015
